core_cpg_group,brand,brand_key,canonical_brand,default_assigned_company,us_assigned_company,ca_assigned_company,uk_assigned_company,ie_assigned_company,fr_assigned_company,ownership_architecture_notes,source_company_brand_list,source_exception_matrix,source_type,in_official_company_brand_list,ownership_resolution_status,needs_manual_review,notes
Nestlé,Boost,boost,Boost,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Buitoni,buitoni,Buitoni,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Busy Bone,busy bone,Busy Bone,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Buxton,buxton,Buxton,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Cailler,cailler,Cailler,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Carnation,carnation,Carnation,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; duplicate listing collapsed to one matrix row
Nestlé,Cat Chow,cat chow,Cat Chow,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Cerelac,cerelac,Cerelac,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Cheerios,cheerios,Cheerios,Nestlé,General Mills,General Mills,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Joint Venture Split,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Cheerios to General Mills in the US
Nestlé,Chef,chef,Chef,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Chef Boyardee,chef boyardee,Chef Boyardee,Conagra Brands,Conagra Brands,Conagra Brands,Conagra Brands,Conagra Brands,Conagra Brands,Not Nestle (Commonly Confused),,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,global_corporate_exception_matrix,no,market_scoped,yes,Nestlé exception-matrix row not present in official Nestlé A-Z extract used for the Nestlé matrix
Nestlé,Chocapic,chocapic,Chocapic,Nestlé,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Joint Venture Asset,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Chocapic to CPW
Nestlé,Cini Minis,cini minis,Cini Minis,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Coffee mate,coffee mate,Coffee mate,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Compleat,compleat,Compleat,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Contrex,contrex,Contrex,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Corn Flakes,corn flakes,Corn Flakes,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Damak,damak,Damak,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Dentalife,dentalife,Dentalife,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,DiGiorno,digiorno,DiGiorno,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Dog Chow,dog chow,Dog Chow,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Drumstick Ice Cream,drumstick,Drumstick,Nestlé,Froneri,Froneri,Froneri,Froneri,Froneri,Joint Venture Transitioned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Drumstick to Froneri; Exception source brand label: Drumstick Ice Cream
Nestlé,Erikli,erikli,Erikli,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Essentia,essentia,Essentia,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Extreme Ice Cream,extreme,Extrême,Nestlé,Froneri,Froneri,Froneri,Froneri,Froneri,Joint Venture Transitioned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Extrême to Froneri; Exception source brand label: Extreme Ice Cream
Nestlé,Fancy Feast,fancy feast,Fancy Feast,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Felix,felix,Felix,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Fitness Cereal,fitness,Fitness,Nestlé,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Joint Venture Asset,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file names this brand Fitness Cereal; official Nestlé A-Z extract names it Fitness; Exception source brand label: Fitness Cereal
Nestlé,Friskies,friskies,Friskies,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Garden Gourmet,garden gourmet,Garden Gourmet,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Garden Gourmet and Harvest Gourmet,garden gourmet and harvest gourmet,Garden Gourmet and Harvest Gourmet,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Garden of Life,garden of life,Garden of Life,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Garoto,garoto,Garoto,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Gerber,gerber,Gerber,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Gourmet Cat Food,gourmet,Gourmet,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope; Exception source brand label: Gourmet Cat Food
Nestlé,Haagen-Dazs,haagen dazs,Häagen-Dazs,Nestlé,Froneri,Froneri,General Mills,General Mills,General Mills,Joint Venture / License Split,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Häagen-Dazs US to Froneri; Exception source brand label: Haagen-Dazs
Nestlé,HENNIEZ,henniez,HENNIEZ,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Hépar,hepar,Hépar,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Herta,herta,Herta,Herta JV (Nestle 40%),Herta JV (Nestle 40%),Herta JV (Nestle 40%),Herta JV (Nestle 40%),Herta JV (Nestle 40%),Herta JV (Nestle 40%),Joint Venture Asset,,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,global_corporate_exception_matrix,no,market_scoped,yes,Nestlé exception-matrix row not present in official Nestlé A-Z extract used for the Nestlé matrix
Nestlé,Hot Pockets,hot pockets,Hot Pockets,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Hsu Fu Chi,hsu fu chi,Hsu Fu Chi,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Impact,impact,Impact,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,KitKat,kitkat,KitKat,Nestlé,The Hershey Company,Nestle,Nestle,Nestle,Nestle,Licensing Split,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns KitKat US to Hershey
Nestlé,KitKat Cereal,kitkat cereal,KitKat Cereal,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,KitKat Professional,kitkat professional,KitKat Professional,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Koko Krunch,koko krunch,Koko Krunch,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,La Lechera,la lechera,La Lechera,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,La Vie,la vie,La Vie,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Lean Cuisine,lean cuisine,Lean Cuisine,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Levissima,levissima,Levissima,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Life Cuisine,life cuisine,Life Cuisine,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Lily's Kitchen,lily s kitchen,Lily's Kitchen,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Lion Cereal,lion cereals,Lion Cereals,Nestlé,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Cereal Partners Worldwide,Joint Venture Asset,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Lion Cereal to CPW; Exception source brand label: Lion Cereal
Nestlé,Maggi,maggi,Maggi,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Maggi Professional,maggi professional,Maggi Professional,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Materna,materna,Materna,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Maxibon,maxibon,Maxibon,Nestlé,Froneri (Nestlé JV),Froneri (Nestlé JV),Froneri (Nestlé JV),Froneri (Nestlé JV),Froneri (Nestlé JV),Joint Venture,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/food-beverage-positioning-radar/data/reference/nestle_brand_portfolio_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Maxibon to Froneri; Exception file assigns Maxibon to Froneri
Nestlé,Merrick,merrick,Merrick,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Milkybar,milkybar,Milkybar,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Milo,milo,Milo,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Minor's,minor s,Minor's,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Molico,molico,Molico,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Movenpick Ice Cream,movenpick,Mövenpick,Nestlé,Froneri,Froneri,Froneri,Froneri,Froneri,Joint Venture Transitioned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file row is Mövenpick (Ice Cream); matrix canonicalized to official brand Mövenpick; Exception source brand label: Movenpick Ice Cream
Nestlé,Munch,munch,Munch,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nałęczowianka,na eczowianka,Nałęczowianka,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nancare,nancare,Nancare,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Nescafe,nescafe,Nescafé,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list; Exception source brand label: Nescafe
Nestlé,Nescafé Dolce Gusto,nescafe dolce gusto,Nescafé Dolce Gusto,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nespresso,nespresso,Nespresso,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nesquik,nesquik,Nesquik,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nesquik Cereal,nesquik cereal,Nesquik Cereal,Nestlé,General Mills,Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Market-scoped cereal ownership; Joint Venture,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/food-beverage-positioning-radar/data/reference/nestle_brand_portfolio_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Nesquik Cereal North America to General Mills; Exception file assigns Nesquik Cereal North America to General Mills; Exception file assigns Nesquik Cereal ROW to CPW
Nestlé,Nestea,nestea,Nestea,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nestlé Pure Life,nestle pure life,Nestlé Pure Life,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nestlé Sustainably Sourced Cocoa,nestle sustainably sourced cocoa,Nestlé Sustainably Sourced Cocoa,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nestlé Vital,nestle vital,Nestlé Vital,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nestum,nestum,Nestum,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Nesvita,nesvita,Nesvita,Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Cereal Partners Worldwide (Nestlé/General Mills JV),Joint Venture,,C:/Users/julia/food-beverage-positioning-radar/data/reference/nestle_brand_portfolio_matrix.csv,nestle_regional_exception_matrix,no,market_scoped,yes,Exception file brand not observed in official Nestlé A-Z extract used today
Nestlé,Nido,nido,Nido,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Orgain,orgain,Orgain,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Ovaltine,ovaltine,Ovaltine,Associated British Foods,Nestlé,Associated British Foods,Associated British Foods,Associated British Foods,Associated British Foods,Licensed; Trademark / regional owner,,C:/Users/julia/food-beverage-positioning-radar/data/reference/nestle_brand_portfolio_matrix.csv,nestle_regional_exception_matrix,no,market_scoped,yes,Exception file brand not observed in official Nestlé A-Z extract used today
Nestlé,Peptamen,peptamen,Peptamen,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Perrier,perrier,Perrier,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Plant-based and so good!,plant based and so good,Plant-based and so good!,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Pro Plan Veterinary Diets,pro plan veterinary diets,Pro Plan Veterinary Diets,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Pure Encapsulations,pure encapsulations,Pure Encapsulations,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Purina,purina,PURINA,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope; Exception source brand label: Purina
Nestlé,PURINA ONE,purina one,PURINA ONE,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,PURINA Pro Plan,purina pro plan,PURINA Pro Plan,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Quality Street,quality street,Quality Street,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Resource,resource,Resource,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Roastelier by Nescafé,roastelier by nescafe,Roastelier by Nescafé,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Rolo,rolo,Rolo,Nestle,The Hershey Company,Nestle,Nestle,Nestle,Nestle,Licensing Split,,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,global_corporate_exception_matrix,no,market_scoped,yes,Nestlé exception-matrix row not present in official Nestlé A-Z extract used for the Nestlé matrix
Nestlé,S.Pellegrino,s pellegrino,S.Pellegrino,Nestlé,Nestle,Nestle,Nestle,Nestle,Nestle,Wholly Owned,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Sahne Nuss,sahne nuss,Sahne Nuss,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Sanpellegrino,sanpellegrino,Sanpellegrino,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Shredded Wheat Original,shredded wheat original,Shredded Wheat Original,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Shreddies,shreddies,Shreddies,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list
Nestlé,Smarties,smarties,Smarties,Nestlé,Smarties Candy Company (US),Nestle,Nestle,Nestle,Nestle,Name Collision / Independent,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/OneDrive/Desktop/Downloads_temp/cpg_global_corporate_exception_matrix.csv,both,yes,market_scoped,yes,Exception file assigns Smarties US to Smarties Candy Company
Nestlé,Solgar,solgar,Solgar,Nestlé,,,,,,,https://www.nestle.com/brands/brandssearchlist,,official_company_brand_list,yes,direct,no,Official Nestlé A-Z brand list; likely outside food/beverage MVP scope
Nestlé,Starbucks Coffee At Home,starbucks coffee at home,Starbucks Coffee At Home,Nestlé,Nestlé,Nestlé,Nestlé,Nestlé,Nestlé,Global packaged coffee rights,https://www.nestle.com/brands/brandssearchlist,C:/Users/julia/food-beverage-positioning-radar/data/reference/nestle_brand_portfolio_matrix.csv,both,yes,direct,no,Exception file assigns Starbucks packaged/at-home global retail channels to Nestlé; Exception file assigns Starbucks packaged/at-home global retail channels to Nestlé
